Date,Open,High,Low,Close,Adj Close,Volume
1993-03-25,44.906200,45.250000,44.843700,45.156200,28.506927,110100
1993-03-26,45.125000,45.156200,44.875000,44.906200,28.349098,101500
1993-03-29,44.937500,45.312500,44.937500,45.093700,28.467468,87100
1993-03-30,45.156200,45.218700,45.093700,45.218700,28.546371,56000
1993-03-31,45.343700,45.468700,45.187500,45.187500,28.526665,111600
1993-04-01,45.250000,45.250000,44.937500,45.031200,28.428011,129500
1993-04-02,44.656200,44.656200,44.093700,44.093700,27.836166,59400
1993-04-05,44.437500,44.437500,44.187500,44.312500,27.974308,172200
1993-04-06,44.406200,44.406200,44.062500,44.187500,27.895378,129700
1993-04-07,44.250000,44.343700,44.156200,44.343700,27.994001,28000
1993-04-08,44.531200,44.531200,44.093700,44.281200,27.954548,180800
1993-04-12,44.718700,44.937500,44.656200,44.906200,28.349098,348500
1993-04-13,44.875000,45.156200,44.843700,45.000000,28.408321,146100
1993-04-14,45.031200,45.062500,44.906200,44.937500,28.368855,119600
1993-04-15,44.906200,45.031200,44.750000,44.937500,28.368855,148600
1993-04-16,44.968700,45.031200,44.875000,44.937500,28.368855,47900
1993-04-19,44.937500,45.062500,44.718700,44.750000,28.250483,157000
1993-04-20,44.687500,44.750000,44.250000,44.531200,28.112377,279500
1993-04-21,44.625000,44.625000,44.375000,44.500000,28.092676,67900
1993-04-22,44.312500,44.687500,43.937500,43.937500,27.737560,97700
1993-04-23,43.843700,43.968700,43.687500,43.750000,27.619196,106000
1993-04-26,43.781200,43.937500,43.281200,43.406200,27.402159,62600
1993-04-27,43.343700,43.875000,43.343700,43.875000,27.698103,156800
1993-04-28,43.812500,43.906200,43.718700,43.781200,27.638893,85900
1993-04-29,43.875000,43.968700,43.625000,43.968700,27.757246,85000
1993-04-30,44.125000,44.281200,44.031200,44.031200,27.796713,88500
1993-05-03,44.093700,44.312500,43.906200,44.312500,27.974308,80500
1993-05-04,44.406200,44.625000,44.343700,44.468700,28.072906,149100
1993-05-05,44.468700,44.750000,44.468700,44.593700,28.151819,109000
1993-05-06,44.531200,44.562500,44.406200,44.437500,28.053215,54700
1993-05-07,44.468700,44.468700,44.281200,44.343700,27.994001,68000
1993-05-10,44.406200,44.687500,44.406200,44.437500,28.053215,113900
1993-05-11,44.437500,44.625000,44.312500,44.625000,28.171585,42600
1993-05-12,44.437500,44.593700,44.437500,44.562500,28.132111,31000
1993-05-13,44.375000,44.375000,44.000000,44.031200,27.796713,129100
1993-05-14,44.031200,44.156200,43.968700,44.000000,27.777012,63500
1993-05-17,44.125000,44.156200,43.937500,44.156200,27.875629,34000
1993-05-18,44.187500,44.218700,43.968700,44.125000,27.855930,105200
1993-05-19,44.125000,45.031200,43.843700,45.031200,28.428011,50200
1993-05-20,45.031200,45.156200,44.937500,45.156200,28.506927,98200
1993-05-21,45.187500,45.250000,44.718700,44.750000,28.250483,221400
1993-05-24,44.843700,45.093700,44.843700,44.937500,28.368855,30500
1993-05-25,45.125000,45.125000,45.031200,45.031200,28.428011,191800
1993-05-26,45.156200,45.625000,45.125000,45.593700,28.783117,102400
1993-05-27,45.656200,45.656200,45.375000,45.437500,28.684511,53800
1993-05-28,45.406200,45.406200,45.000000,45.218700,28.546371,79100
1993-06-01,45.375000,45.812500,45.312500,45.656200,28.822563,28300
1993-06-02,45.531200,45.750000,45.343700,45.593700,28.783117,20300
1993-06-03,45.500000,45.500000,45.343700,45.437500,28.684511,21600
1993-06-04,45.312500,45.312500,45.093700,45.281200,28.585836,32000
1993-06-07,45.375000,45.375000,45.125000,45.125000,28.487240,121400
1993-06-08,45.000000,45.000000,44.718700,44.718700,28.230717,104500
1993-06-09,44.875000,45.062500,44.812500,44.875000,28.329390,43300
1993-06-10,44.843700,44.937500,44.750000,44.906200,28.349098,17900
1993-06-11,45.062500,45.156200,44.906200,45.093700,28.467468,647400
1993-06-14,45.156200,45.187500,45.031200,45.031200,28.428011,64200
1993-06-15,45.093700,45.125000,44.937500,44.937500,28.368855,142400
1993-06-16,44.937500,45.031200,44.812500,45.031200,28.428011,330900
1993-06-17,45.125000,45.187500,45.031200,45.187500,28.526665,37400
1993-06-18,44.843700,44.843700,44.500000,44.500000,28.291773,58500
1993-06-21,44.625000,44.625000,44.531200,44.593700,28.351336,29300
1993-06-22,44.656200,44.656200,44.562500,44.625000,28.371231,137500
1993-06-23,44.625000,44.625000,44.218700,44.218700,28.112925,227600
1993-06-24,44.343700,44.812500,44.343700,44.812500,28.490438,243700
1993-06-25,44.781200,44.906200,44.750000,44.781200,28.470533,44800
1993-06-28,45.000000,45.281200,44.937500,45.281200,28.788418,439900
1993-06-29,45.218700,45.218700,45.000000,45.062500,28.649378,207500
1993-06-30,45.125000,45.218700,45.000000,45.062500,28.649378,437600
1993-07-01,45.125000,45.125000,44.875000,44.937500,28.569923,605700
1993-07-02,44.781200,44.812500,44.531200,44.687500,28.410982,285400
1993-07-06,44.625000,44.750000,44.156200,44.218700,28.112925,246400
1993-07-07,44.187500,44.406200,44.187500,44.343700,28.192406,343700
1993-07-08,44.375000,44.937500,44.312500,44.843700,28.510284,248200
1993-07-09,44.843700,44.968700,44.750000,44.968700,28.589754,378200
1993-07-12,44.906200,44.968700,44.843700,44.937500,28.569923,373700
1993-07-13,44.968700,45.093700,44.656200,44.906200,28.550016,389600
1993-07-14,44.937500,45.187500,44.906200,45.062500,28.649378,617300
1993-07-15,45.031200,45.031200,44.781200,44.875000,28.530170,443800
1993-07-16,44.906200,44.937500,44.687500,44.750000,28.450710,216400
1993-07-19,44.750000,44.750000,44.593700,44.718700,28.430801,188200
1993-07-20,44.687500,44.843700,44.468700,44.843700,28.510284,68500
1993-07-21,44.781200,44.812500,44.656200,44.812500,28.490438,142700
1993-07-22,44.750000,44.812500,44.500000,44.500000,28.291773,632400
1993-07-23,44.593700,44.718700,44.562500,44.718700,28.430801,286200
1993-07-26,44.843700,45.062500,44.843700,44.968700,28.589754,121300
1993-07-27,45.000000,45.031200,44.781200,44.937500,28.569923,92800
1993-07-28,44.843700,44.937500,44.781200,44.843700,28.510284,30800
1993-07-29,44.937500,45.218700,44.875000,45.093700,28.669212,331000
1993-07-30,45.093700,45.093700,44.781200,44.843700,28.510284,75300
1993-08-02,44.906200,45.125000,44.906200,44.968700,28.589754,41300
1993-08-03,45.062500,45.187500,44.843700,45.000000,28.609642,81600
1993-08-04,45.000000,45.093700,44.875000,45.000000,28.609642,434000
1993-08-05,45.000000,45.000000,44.843700,44.906200,28.550016,36800
1993-08-06,45.031200,45.062500,44.906200,44.968700,28.589754,402300
1993-08-09,45.093700,45.343700,45.000000,45.218700,28.748692,828200
1993-08-10,45.187500,45.218700,45.125000,45.187500,28.728857,604900
1993-08-11,45.156200,45.312500,45.156200,45.187500,28.728857,542200
1993-08-12,45.312500,45.312500,44.906200,45.062500,28.649378,303700
1993-08-13,45.093700,45.156200,45.093700,45.125000,28.689119,103500
1993-08-16,45.156200,45.500000,45.156200,45.375000,28.848070,241800
1993-08-17,45.343700,45.531200,45.343700,45.531200,28.947367,369300
1993-08-18,45.687500,45.875000,45.656200,45.781200,29.106312,414300
1993-08-19,45.812500,45.812500,45.718700,45.781200,29.106312,28500
1993-08-20,45.687500,45.812500,45.656200,45.812500,29.126207,80700
1993-08-23,45.625000,45.750000,45.625000,45.718700,29.066566,15600
1993-08-24,45.718700,46.218700,45.718700,46.218700,29.384453,273400
1993-08-25,46.218700,46.437500,46.156200,46.250000,29.404354,242300
1993-08-26,46.281200,46.531200,46.093700,46.281200,29.424194,120000
1993-08-27,46.156200,46.250000,46.156200,46.250000,29.404354,25700
1993-08-30,46.281200,46.500000,46.281200,46.437500,29.523560,183500
1993-08-31,46.406200,46.562500,46.343700,46.562500,29.603054,66500
1993-09-01,46.406200,46.593700,46.406200,46.500000,29.563303,136500
1993-09-02,46.531200,46.593700,46.312500,46.343700,29.463928,472400
1993-09-03,46.312500,46.437500,46.250000,46.375000,29.483837,630500
1993-09-07,46.375000,46.437500,46.000000,46.062500,29.285156,196400
1993-09-08,46.062500,46.062500,45.593700,45.906200,29.185780,269900
1993-09-09,45.718700,46.031200,45.718700,46.000000,29.245422,239200
1993-09-10,46.125000,46.437500,46.062500,46.406200,29.503674,106500
1993-09-13,46.562500,46.562500,46.437500,46.437500,29.523560,66900
1993-09-14,46.312500,46.312500,46.093700,46.250000,29.404354,184500
1993-09-15,46.062500,46.406200,45.906200,46.375000,29.483837,101000
1993-09-16,46.312500,46.343700,46.156200,46.187500,29.364622,54300
1993-09-17,45.875000,45.906200,45.750000,45.812500,29.307699,200900
1993-09-20,45.875000,45.968700,45.437500,45.437500,29.067806,57800
1993-09-21,45.500000,45.562500,44.812500,45.281200,28.967798,318200
1993-09-22,45.437500,45.718700,45.375000,45.656200,29.207714,439700
1993-09-23,45.781200,45.937500,45.718700,45.906200,29.367641,88500
1993-09-24,45.843700,45.875000,45.718700,45.781200,29.287653,53500
1993-09-27,46.125000,46.281200,46.125000,46.281200,29.607529,274600
1993-09-28,46.312500,46.312500,46.156200,46.187500,29.547592,158300
1993-09-29,46.187500,46.312500,45.968700,46.031200,29.447601,221000
1993-09-30,46.031200,46.125000,45.843700,45.937500,29.387657,99300
1993-10-01,45.875000,46.218700,45.812500,46.156200,29.527569,22700
1993-10-04,46.218700,46.218700,46.093700,46.218700,29.567553,1038500
1993-10-05,46.312500,46.312500,46.000000,46.156200,29.527569,436500
1993-10-06,46.187500,46.375000,46.125000,46.125000,29.507607,209200
1993-10-07,46.187500,46.187500,45.968700,46.000000,29.427645,59400
1993-10-08,46.125000,46.156200,45.718700,46.062500,29.467628,54400
1993-10-11,46.156200,46.250000,46.156200,46.156200,29.527569,467100
1993-10-12,46.218700,46.250000,46.187500,46.218700,29.567553,26200
1993-10-13,46.250000,46.250000,46.156200,46.218700,29.567553,139100
1993-10-14,46.406200,46.812500,46.281200,46.812500,29.947433,108100
1993-10-15,47.031200,47.156200,46.906200,47.062500,30.107368,1502500
1993-10-18,47.031200,47.031200,46.875000,46.937500,30.027380,722400
1993-10-19,46.875000,46.968700,46.593700,46.593700,29.807444,880100
1993-10-20,46.750000,46.750000,46.562500,46.656200,29.847443,230400
1993-10-21,46.687500,46.687500,46.531200,46.593700,29.807444,56200
1993-10-22,46.656200,46.843700,46.375000,46.375000,29.667557,390700
1993-10-25,46.406200,46.562500,46.281200,46.500000,29.747509,114500
1993-10-26,46.468700,46.500000,46.312500,46.468700,29.727493,186200
1993-10-27,46.406200,46.531200,46.406200,46.500000,29.747509,118400
1993-10-28,46.562500,46.968700,46.562500,46.843700,29.967396,129600
1993-10-29,46.812500,46.875000,46.781200,46.843700,29.967396,80700
1993-11-01,46.781200,47.000000,46.781200,46.968700,30.047340,36400
1993-11-02,46.906200,47.000000,46.656200,46.937500,30.027380,262100
1993-11-03,46.906200,46.906200,46.125000,46.343700,29.647505,479100
1993-11-04,46.343700,46.343700,45.812500,45.843700,29.327652,130400
1993-11-05,45.718700,46.062500,45.531200,46.062500,29.467628,363200
1993-11-08,46.093700,46.250000,45.968700,46.125000,29.507607,367600
1993-11-09,46.437500,46.468700,46.125000,46.156200,29.527569,246900
1993-11-10,46.156200,46.500000,46.031200,46.500000,29.747509,46500
1993-11-11,46.500000,46.625000,46.343700,46.375000,29.667557,88900
1993-11-12,46.468700,46.750000,46.437500,46.593700,29.807444,108200
1993-11-15,46.687500,46.687500,46.437500,46.562500,29.787497,243300
1993-11-16,46.656200,46.812500,46.468700,46.781200,29.927395,492600
1993-11-17,46.812500,46.812500,46.406200,46.531200,29.767462,39600
1993-11-18,46.468700,46.562500,46.281200,46.406200,29.687498,240800
1993-11-19,46.250000,46.375000,46.218700,46.312500,29.627558,106000
1993-11-22,46.187500,46.218700,45.875000,46.031200,29.447601,165300
1993-11-23,46.281200,46.312500,46.031200,46.281200,29.607529,89700
1993-11-24,46.406200,46.500000,46.343700,46.468700,29.727493,77200
1993-11-26,46.593700,46.593700,46.468700,46.500000,29.747509,1019800
1993-11-29,46.625000,46.718700,46.312500,46.312500,29.627558,517500
1993-11-30,46.281200,46.562500,46.250000,46.343700,29.647505,230000
1993-12-01,46.593700,46.625000,46.406200,46.406200,29.687498,379200
1993-12-02,46.500000,46.562500,46.406200,46.531200,29.767462,352000
1993-12-03,46.500000,46.718700,46.500000,46.718700,29.887423,306000
1993-12-06,46.781200,46.937500,46.781200,46.875000,29.987404,99500
1993-12-07,46.875000,46.906200,46.781200,46.843700,29.967396,88800
1993-12-08,46.843700,46.843700,46.781200,46.843700,29.967396,146700
1993-12-09,46.843700,46.906200,46.625000,46.687500,29.867449,416500
1993-12-10,46.718700,46.718700,46.500000,46.593700,29.807444,412900
1993-12-13,46.593700,46.875000,46.531200,46.875000,29.987404,273200
1993-12-14,46.906200,46.906200,46.531200,46.531200,29.767462,41900
1993-12-15,46.593700,46.625000,46.468700,46.468700,29.727493,82600
1993-12-16,46.656200,46.656200,46.562500,46.625000,29.827454,78200
1993-12-17,46.406200,46.593700,46.375000,46.562500,29.991407,104700
1993-12-20,46.531200,46.656200,46.500000,46.625000,30.031662,68800
1993-12-21,46.562500,46.562500,46.406200,46.468700,29.930984,205700
1993-12-22,46.593700,46.812500,46.500000,46.781200,30.132269,410300
1993-12-23,46.750000,46.843700,46.687500,46.750000,30.112173,533800
1993-12-27,46.750000,47.000000,46.750000,47.000000,30.273199,447100
1993-12-28,46.968700,47.125000,46.937500,47.093700,30.333551,880600
1993-12-29,47.125000,47.156200,47.000000,47.031200,30.293283,266700
1993-12-30,47.000000,47.000000,46.750000,46.843700,30.172541,219900
1993-12-31,46.937500,47.000000,46.562500,46.593700,30.011501,312900
1994-01-03,46.593700,46.656200,46.406200,46.468700,29.930984,960900
1994-01-04,46.531200,46.656200,46.468700,46.656200,30.051750,164300
1994-01-05,46.718700,46.781200,46.531200,46.750000,30.112173,710900
1994-01-06,46.812500,46.843700,46.687500,46.750000,30.112173,201000
1994-01-07,46.843700,47.062500,46.718700,47.031200,30.293283,775500
1994-01-10,47.093700,47.593700,46.968700,47.593700,30.655605,593700
1994-01-11,47.562500,47.562500,47.343700,47.500000,30.595266,295200
1994-01-12,47.531200,47.531200,47.187500,47.343700,30.494568,158400
1994-01-13,47.218700,47.312500,47.156200,47.218700,30.414091,244300
1994-01-14,47.375000,47.500000,47.375000,47.406200,30.534847,137200
1994-01-17,47.406200,47.468700,47.312500,47.406200,30.534847,17700
1994-01-18,47.468700,47.531200,47.375000,47.468700,30.575094,166400
1994-01-19,47.406200,47.468700,47.250000,47.343700,30.494568,200800
1994-01-20,47.406200,47.500000,47.375000,47.468700,30.575094,281100
1994-01-21,47.531200,47.531200,47.343700,47.375000,30.514736,85600
1994-01-24,47.343700,47.562500,47.187500,47.187500,30.393991,373800
1994-01-25,47.218700,47.250000,47.093700,47.187500,30.393991,310400
1994-01-26,47.187500,47.343700,47.125000,47.312500,30.474476,145100
1994-01-27,47.406200,47.812500,47.343700,47.750000,30.756285,344500
1994-01-28,47.937500,48.031200,47.875000,47.875000,30.836800,356500
1994-01-31,48.062500,48.312500,48.000000,48.218700,31.058159,313800
1994-02-01,48.156200,48.156200,47.906200,47.968700,30.897154,303600
1994-02-02,48.125000,48.281200,48.093700,48.281200,31.098436,307600
1994-02-03,48.187500,48.187500,47.906200,48.062500,30.957558,466100
1994-02-04,48.062500,48.125000,46.968700,46.968700,30.253036,1403200
1994-02-07,46.843700,47.312500,46.843700,47.187500,30.393991,516400
1994-02-08,47.281200,47.281200,47.031200,47.218700,30.414091,188200
1994-02-09,47.250000,47.437500,47.187500,47.406200,30.534847,144600
1994-02-10,47.375000,47.406200,47.000000,47.000000,30.273199,883900
1994-02-11,47.031200,47.281200,46.812500,47.156200,30.373802,519400
1994-02-14,47.062500,47.375000,47.000000,47.218700,30.414091,2742100
1994-02-15,47.312500,47.500000,47.250000,47.468700,30.575094,374700
1994-02-16,47.531200,47.531200,47.343700,47.437500,30.554989,287600
1994-02-17,47.656200,47.687500,47.031200,47.156200,30.373802,342400
1994-02-18,47.187500,47.218700,46.750000,46.875000,30.192682,313300
1994-02-22,47.000000,47.343700,47.000000,47.343700,30.494568,154500
1994-02-23,47.406200,47.437500,47.062500,47.218700,30.414091,391700
1994-02-24,47.062500,47.062500,46.562500,46.593700,30.011501,770800
1994-02-25,46.656200,46.812500,46.562500,46.812500,30.152430,531300
1994-02-28,46.937500,47.062500,46.812500,46.812500,30.152430,333000
1994-03-01,46.812500,46.906200,46.375000,46.625000,30.031662,423600
1994-03-02,46.031200,46.687500,45.906200,46.687500,30.071924,581500
1994-03-03,46.625000,46.625000,46.437500,46.562500,29.991407,223200
1994-03-04,46.562500,46.812500,46.406200,46.687500,30.071924,595800
1994-03-07,46.843700,47.000000,46.843700,46.937500,30.232954,539800
1994-03-08,46.968700,46.968700,46.687500,46.750000,30.112173,880300
1994-03-09,46.812500,47.000000,46.593700,46.968700,30.253036,2500100
1994-03-10,46.937500,46.937500,46.437500,46.593700,30.011501,207400
1994-03-11,46.656200,46.906200,46.406200,46.843700,30.172541,576600
1994-03-14,47.031200,47.031200,46.843700,46.906200,30.212778,345900
1994-03-15,47.000000,47.093700,46.843700,46.875000,30.192682,748600
1994-03-16,46.937500,47.250000,46.781200,47.250000,30.434216,455500
1994-03-17,47.093700,47.312500,47.093700,47.250000,30.434216,133000
1994-03-18,46.750000,47.031200,46.718700,46.968700,30.427549,365500
1994-03-21,46.812500,46.937500,46.718700,46.843700,30.346579,324800
1994-03-22,46.843700,47.062500,46.750000,46.968700,30.427549,435700
1994-03-23,46.937500,47.062500,46.906200,46.937500,30.407335,698500
1994-03-24,46.750000,46.843700,46.156200,46.375000,30.042931,1200500
1994-03-25,46.406200,46.531200,45.937500,45.937500,29.759514,100900
1994-03-28,46.000000,46.062500,45.593700,46.000000,29.799997,1117200
1994-03-29,46.000000,46.031200,45.093700,45.093700,29.212877,338400
1994-03-30,45.125000,45.250000,44.468700,44.468700,28.807985,1123900
1994-03-31,44.468700,44.687500,43.531200,44.593700,28.888975,788800
1994-04-04,43.343700,44.031200,43.343700,43.906200,28.443590,2627300
1994-04-05,44.343700,44.812500,44.343700,44.812500,29.030708,1179000
1994-04-06,44.875000,44.906200,44.500000,44.812500,29.030708,516500
1994-04-07,44.781200,45.125000,44.531200,45.031200,29.172388,666100
1994-04-08,44.937500,44.937500,44.468700,44.687500,28.949722,242400
1994-04-11,44.812500,45.062500,44.703098,44.875000,29.071198,203300
1994-04-12,44.921799,45.000000,44.718700,44.812500,29.030708,1409200
1994-04-13,44.796799,44.906200,44.250000,44.578098,28.878857,364100
1994-04-14,44.500000,44.828098,44.406200,44.593700,28.888975,419900
1994-04-15,44.578098,44.781200,44.515598,44.593700,28.888975,387300
1994-04-18,44.640598,44.765598,44.156200,44.296799,28.696630,369100
1994-04-19,44.250000,44.531200,43.984299,44.359299,28.737106,472200
1994-04-20,44.406200,44.515598,44.078098,44.312500,28.706781,508000
1994-04-21,44.500000,44.968700,44.343700,44.906200,29.091410,200300
1994-04-22,45.015598,45.046799,44.734299,44.859299,29.061028,301800
1994-04-25,44.843700,45.359299,44.843700,45.328098,29.364723,394600
1994-04-26,45.265598,45.343700,45.187500,45.281200,29.334360,399000
1994-04-28,45.187500,45.250000,44.812500,44.953098,29.121786,287000
1994-04-29,44.875000,45.156200,44.812500,45.093700,29.212877,481900
1994-05-02,45.093700,45.718700,44.937500,45.375000,29.395113,275000
1994-05-03,45.390598,45.406200,45.062500,45.328098,29.364723,183400
1994-05-04,45.421799,45.421799,45.078098,45.250000,29.314138,401900
1994-05-05,45.296799,45.375000,45.187500,45.187500,29.273643,659800
1994-05-06,44.968700,44.968700,44.593700,44.750000,28.990206,216300
1994-05-09,44.625000,44.750000,44.281200,44.359299,28.737106,499300
1994-05-10,44.578098,44.843700,44.546799,44.703098,28.959848,583400
1994-05-11,44.656200,44.718700,44.171799,44.296799,28.696630,210600
1994-05-12,44.578098,44.625000,44.406200,44.515598,28.838379,305200
1994-05-13,44.640598,44.640598,44.296799,44.515598,28.838379,321300
1994-05-16,44.609299,44.750000,44.515598,44.531200,28.848471,450400
1994-05-17,44.562500,45.187500,44.500000,45.187500,29.273643,470200
1994-05-18,45.218700,45.687500,45.015598,45.515598,29.486195,824800
1994-05-19,45.421799,45.859299,45.421799,45.734299,29.627874,531000
1994-05-20,45.656200,45.687500,45.500000,45.562500,29.516579,370400
1994-05-23,45.515598,45.531200,45.343700,45.484299,29.465919,262700
1994-05-24,45.609299,45.843700,45.609299,45.671799,29.587400,549600
1994-05-25,45.500000,45.828098,45.343700,45.796799,29.668379,738200
1994-05-26,45.781200,45.937500,45.734299,45.828098,29.688633,369600
1994-05-27,45.750000,45.875000,45.671799,45.875000,29.719030,162000
1994-05-31,45.734299,45.906200,45.656200,45.812500,29.678545,160000
1994-06-01,45.703098,46.015598,45.562500,46.015598,29.810114,200500
1994-06-02,46.046799,46.046799,45.890598,45.968700,29.779722,55100
1994-06-03,46.000000,46.390598,45.859299,46.234299,29.951775,550400
1994-06-06,46.328098,46.468700,46.187500,46.218700,29.941696,99300
1994-06-07,46.140598,46.218700,46.031200,46.156200,29.901186,120600
1994-06-08,46.265598,46.265598,45.781200,45.781200,29.658251,131900
1994-06-09,45.984299,46.031200,45.890598,46.031200,29.820219,80500
1994-06-10,46.078098,46.203098,46.078098,46.109299,29.870808,83100
1994-06-13,46.046799,46.187500,46.031200,46.171799,29.911287,109700
1994-06-14,46.312500,46.546799,46.312500,46.531200,30.144125,161000
1994-06-15,46.546799,46.562500,46.312500,46.343700,30.022665,142800
1994-06-16,46.343700,46.468700,46.296799,46.437500,30.083433,44000
1994-06-17,46.156200,46.203098,45.812500,45.875000,29.915510,403800
1994-06-20,45.546799,45.625000,45.437500,45.484299,29.660736,137400
1994-06-21,45.453098,45.453098,44.906200,45.093700,29.406008,139200
1994-06-22,45.218700,45.421799,45.171799,45.265598,29.518120,279900
1994-06-23,45.343700,45.406200,44.937500,45.000000,29.344927,922500
1994-06-24,44.781200,44.781200,44.000000,44.062500,28.733576,353800
1994-06-27,44.234299,44.828098,44.015598,44.828098,29.232822,371200
1994-06-28,44.843700,44.843700,44.250000,44.609299,29.090117,5382300
1994-06-29,44.671799,45.015598,44.625000,44.750000,29.181896,311800
1994-06-30,44.828098,44.843700,44.312500,44.468700,28.998461,271900
1994-07-01,44.687500,44.687500,44.375000,44.562500,29.059614,406900
1994-07-05,44.656200,44.859299,44.515598,44.796799,29.212400,112000
1994-07-06,44.625000,44.812500,44.468700,44.734299,29.171638,174800
1994-07-07,44.734299,44.921799,44.687500,44.921799,29.293911,66700
1994-07-08,44.640598,44.984299,44.625000,44.906200,29.283733,148400
1994-07-11,44.937500,45.015598,44.531200,44.750000,29.181896,124000
1994-07-12,44.765598,44.828098,44.515598,44.812500,29.222645,257300
1994-07-13,44.828098,45.031200,44.828098,44.890598,29.273586,532700
1994-07-14,45.109299,45.468700,45.078098,45.375000,29.589470,494200
1994-07-15,45.343700,45.484299,45.328098,45.390598,29.599615,49100
1994-07-18,45.390598,45.578098,45.390598,45.468700,29.650543,72300
1994-07-19,45.546799,45.562500,45.375000,45.375000,29.589470,609500
1994-07-20,45.406200,45.406200,45.062500,45.171799,29.456947,185300
1994-07-21,45.171799,45.296799,45.078098,45.265598,29.518120,86300
1994-07-22,45.375000,45.406200,45.250000,45.343700,29.569050,151600
1994-07-25,45.359299,45.453098,45.312500,45.406200,29.609800,120900
1994-07-26,45.390598,45.421799,45.312500,45.359299,29.579218,489600
1994-07-27,45.359299,45.359299,45.171799,45.359299,29.579218,83200
1994-07-28,45.359299,45.578098,45.359299,45.453098,29.640373,828200
1994-07-29,45.765598,46.046799,45.750000,45.906200,29.935854,459100
1994-08-01,45.937500,46.156200,45.890598,46.125000,30.078545,486300
1994-08-02,46.281200,46.375000,46.031200,46.187500,30.119297,505500
1994-08-03,46.171799,46.234299,46.093700,46.203098,30.129457,144100
1994-08-04,46.171799,46.218700,45.921799,45.937500,29.956266,231700
1994-08-05,45.703098,45.843700,45.656200,45.781200,29.854340,138400
1994-08-08,45.828098,45.937500,45.781200,45.890598,29.925680,328600
1994-08-09,45.718700,45.968700,45.718700,45.968700,29.976608,105900
1994-08-10,46.000000,46.187500,45.937500,46.140598,30.088717,840300
1994-08-11,46.031200,46.234299,45.734299,45.968700,29.976608,876200
1994-08-12,46.046799,46.343700,46.046799,46.328098,30.210981,184100
1994-08-15,46.375000,46.484299,46.312500,46.312500,30.200804,325900
1994-08-16,46.343700,46.687500,46.156200,46.640598,30.414778,1089500
1994-08-17,46.703098,46.734299,46.578098,46.609299,30.394346,133700
1994-08-18,46.453098,46.562500,46.406200,46.453098,30.292496,620000
1994-08-19,46.468700,46.515598,46.312500,46.421799,30.272093,103200
1994-08-22,46.437500,46.437500,46.281200,46.375000,30.241570,79700
1994-08-23,46.578098,46.859299,46.515598,46.640598,30.414778,268600
1994-08-24,46.687500,47.140598,46.671799,47.140598,30.740799,254700
1994-08-25,47.093700,47.203098,46.890598,47.015598,30.659296,147400
